Column1,Numeric_Labels
पाण्डे,2
",",0
विजय,1
सुब्बा,2
ले,0
आफ्नो,0
मत,0
राखेका,0
थिए,0
।,0
तर,0
",",0
त्यहाँ,0
जग्गा,0
थिएन,0
।,0
संघीय,0
सरकार,0
को,0
मूल्य,0
र,0
मान्यता,0
लाई,0
प्रभाव,0
कारी,0
कार्यान्वयन,0
गर्न,0
उक्त,0
अध्यादेश,0
ल्याइए,0
को,0
मन्त्री,0
पण्डित,1
को,0
भनाइ,0
थियो,0
।,0
यो,0
राजा,0
प्रताप,1
मल्ल,2
पाला,0
मा,0
बढी,0
लोकप्रिय,0
भएको,0
उनी,0
बताउँछन्,0
।,0
त्यसै,0
ले,0
",",0
हामी,0
ले,0
विधेयक,0
मा,0
पहिलोपटक,0
लाइसेन्स,0
को,0
व्यवस्था,0
गरेका,0
छौं,0
",",0
',0
कोइराला,1
ले,0
भने,0
।,0
निर्देशक,0
दिपेन्द्र,1
के,2
.,2
खनाल,2
सँगको,0
सहकार्य,0
मा,0
निर्माता,0
सुरज,1
पाण्डे,2
ले,0
सिने,0
मा,0
घर,0
निर्माण,0
गर्न,0
लागेका,0
हुन्,0
।,0
हामी,0
ले,0
नेपाल,3
एयरलाइन्स,4
मा,0
रणनीतिक,0
साझेदार,0
भित्र्याउने,0
प्रक्रिया,0
पनि,0
सँग,0
सँगै,0
अगाडि,0
बढाएका,0
थियौं,0
।,0
सम्झौता,0
मा,0
बैंकका,0
तर्फ,0
बाट,0
प्रमुख,0
व्यपसाय,0
अधिकृत,0
सलोनिका,1
सिंह,2
र,0
ट्रान्सफर,0
को,0
तर्फ,0
बाट,0
नायव,0
महाप्रबन्धक,0
रामेश्वर,1
सापकोटा,2
ले,0
सम्झौता,0
पत्र,0
मा,0
हस्तक्षर,0
गरे,0
।,0
हुम्ला,5
",",0
जुम्ला,5
",",0
मनाङ,5
",",0
मुस्ताङ,5
",",0
डोल्पा,5
",",0
मुगु,5
र,0
पूर्व,0
को,0
सोलुखुम्बु,5
जिल्ला,0
छनोट,0
मा,0
परेका,0
छन्,0
।,0
डाटा,0
को,0
समस्या,0
हटे,0
पछि,0
२०,0
-,0
२२,0
दिन,0
मै,0
साढे,0
३,0
लाख,0
को,0
हाराहारी,0
मा,0
कार्ड,0
छपे,0
को,0
ढकाल,0
ले,0
दाबी,0
गरे,0
।,0
चितवन,5
को,0
ढुङ्ग्रे,5
खोला,6
",",0
बूढी,5
राप्ती,6
",",0
बिसहजारी,5
ताल,6
",",0
गरुड,5
ताल,6
",",0
पटना,5
ताल,6
",",0
तमोर,5
ताल,6
",",0
लामी,5
ताल,6
",",0
हेटौँडा,5
लगायतका,0
स्थान,0
मा,0
चरा,0
गणना,0
गरिने,0
उन,0
ले,0
बताए,0
।,0
यसैगरी,0
निजामती,0
सेवा,0
लाई,0
चुस्त,0
",",0
दुरुस्त,0
",",0
प्रभाव,0
कारी,0
र,0
सेवाग्राहीमैत्री,0
बनाउन,0
कार्यालय,0
मा,0
आउने,0
सेवाग्राही,0
लाई,0
टोकन,0
प्रणाली,0
लागू,0
गर्न,0
",",0
नीतिगत,0
भ्रष्टाचार,0
तथा,0
कार्यान्वयन,0
प्रक्रिया,0
मा,0
हुने,0
भ्रष्टाचार,0
लाई,0
कारबाही,0
को,0
दायरा,0
मा,0
ल्याई,0
भ्रष्टाचार,0
मा,0
शून्य,0
सहनशीलता,0
को,0
नीति,0
अपनाउन,0
",",0
‘,0
राष्ट्रसेवक,0
हाइड्रो,0
कार्यक्रम,0
’,0
शीघ्र,0
अघि,0
बढाउन,0
पनि,0
बैठक,0
ले,0
जोड,0
दिए,0
को,0
छ,0
।,0
यस,0
को,0
आधार,0
मा,0
स्याउ,0
ल्याउने,0
कि,0
नल्याउने,0
द्विविधा,0
भइरहे,0
को,0
छ,0
’,0
",",0
उन,0
ले,0
भने,0
",",0
‘,0
यस,0
विषय,0
मा,0
हामी,0
छलफल,0
गर्दै,0
छौँ,0
",",0
दुई,0
चार,0
दिनै,0
टुङ्गो,0
लाग्छ,0
।,0
चितवन,5
मा,0
बन्न,0
लागे,0
को,0
गौतमबुद्ध,5
अन्तर्राष्ट्रिय,6
क्रिकेट,6
रंगशाला,6
को,0
औपचारिक,0
रूपमा,0
सम्झौता,0
भए,0
पछि,0
यस,0
को,0
खुसियाली,0
मा,0
भरतपुर,5
मा,0
दिप,0
प्रज्वलन,0
गरिए,0
को,0
छ,0
।,0
सातदोबाटो,5
वरपर,0
क्षेत्र,0
मा,0
आगलागी,0
जस्ता,0
घटना,0
भए,0
भ्यूटावर,0
बाट,0
सजिलै,0
देख्न,0
सकिन्छ,0
।,0
असाध्यै,0
गरिब,0
देखिन्थ्यो,0
सहर,0
।,0
१६,0
वर्ष,0
पुगे,0
को,0
कुनै,0
व्यक्ति,0
नागरिकता,0
बनाउन,0
जाँदा,0
उस,0
को,0
बुवा,0
वा,0
आ,0
मा,0
सँगै,0
जान्छन्,0
।,0
अक्षय,0
तृतीया,0
मा,0
सातु,0
र,0
शर्बत,0
को,0
साटो,0
केक,0
र,0
चिसो,0
पेय,0
पदार्थ,0
",",0
योमरी,0
पूर्णिमा,0
मा,0
केक,0
हाले,0
को,0
योमरी,0
हुन,0
बेर,0
छैन,0
।,0
रानीपोखरी,5
आज,0
भन्दा,0
३,0
सय,0
५०,0
वर्ष,0
अघि,0
बने,0
को,0
सम्पदा,0
हो,0
।,0
यस,0
ले,0
सार्वजनिक,0
स्कुल,0
को,0
दुर्गति,0
बढ्दै,0
गयो,0
",",0
’,0
उन,0
ले,0
भने,0
।,0
सन्,0
२०१४,0
आइसीसी,0
विश्वकप,0
छनोट,0
–,0
१०२,0
रन,0
ले,0
पराजित,0
सुन्दर,1
का,0
अनुसार,0
यो,0
बाटो,0
बन्न,0
थाले,0
पछि,0
यता,0
तिर,0
जग्गा,0
को,0
भाउ,0
अचानक,0
बढे,0
को,0
छ,0
।,0
मेरो,0
जिज्ञासा,0
लगभग,0
सकिइ,0
सकेको,0
थियो,0
।,0
उहाँ,0
ले,0
रंगशाला,0
निर्माण,0
को,0
काम,0
सम्पन्न,0
भईसके,0
पछि,0
पहिलो,0
खेल,0
भारत,3
र,0
पाकिस्तान,3
बीच,0
खेलाउने,0
योजना,0
रहे,0
को,0
पनि,0
बताइन्,0
।,0
(,0
रवीन्द्र,1
मिश्र,2
को,0
फेसबुक,3
बाट,0
साभार,0
),0
पेटेन्ट,0
रोकिँदा,0
इटाली,5
बाट,0
स्याउ,0
को,0
बिरूवा,0
आयात,0
भएन,0
काठमाडौं,5
पनि,0
गएर,0
बस्ने,0
ठाउँ,0
छन्,0
।,0
वैदेशिक,0
रोजगारी,0
मा,0
जाने,0
नेपाली,0
कामदारका,0
लागि,0
‘,0
फ्री,0
भिसा,0
फ्री,0
टिकट,0
’,0
नीति,0
कार्यान्वयन,0
गर्न,0
सर्वोच्च,3
अदालत,4
ले,0
निर्देशनात्मक,0
आदेश,0
जारी,0
गरे,0
को,0
छ,0
।,0
अहिले,0
कै,0
कांग्रेस,0
र,0
एकीकरण,0
पछि,0
रनभुल्ल,0
नेकपा,3
को,0
प्रतिस्पर्धा,0
ले,0
दुई,0
कमसल,0
पार्टी,0
बीच,0
सत्ता,0
को,0
',0
म्युजिकल,0
चेयर,0
’,0
पुनरावृत्ति,0
मात्र,0
गर्नेछ,0
।,0
पुष,0
१८,0
गते,0
राती,0
१२,0
बजे,0
देखि,0
लागू,0
हुनेगरी,0
निगम,0
ले,0
डिजेल,0
पेट्रोल,0
र,0
मट्टीतेल,0
मा,0
प्रतिलिटर,0
२,0
रुपैयँका,0
दर,0
ले,0
मूल्य,0
घटाए,0
को,0
छ,0
।,0
छैठौं,0
स्टोरी-,0
बमजन,1
को,0
आश्रम,0
बाट,0
पाँचौं,0
व्यक्ति,0
पनि,0
बेपत्ता,0
डा.,0
केसी,1
ले,0
हामी,0
लाई,0
भन्न्भयोः,0
-,0
पहिलो,0
कुरा,0
देश,0
चलाउनु,0
जहाज,0
उडाए,0
जस्तै,0
हो,0
जहाँ,0
पाइलट,0
को,0
स्वास्थ्य,0
सबै,0
को,0
सरोकार,0
र,0
सुरक्षा,0
को,0
विषय,0
हुन्छ,0
।,0
महालेखा,0
ले,0
भनि,0
सकेको,0
अवस्था,0
मा,0
के,0
हुन्थ्यो,0
?,0
डिभिजन,3
वन,4
कार्यालय,4
",",4
रसुवा,4
ले,0
चिलिमे–त्रिशूली,0
२२०,0
केभी,0
प्रसारण,0
लाइन,0
आयोजना,0
को,0
वन,0
क्षेत्र,0
मा,0
पर्ने,0
टावर,0
निर्माण,0
मा,0
रोक,0
लगाए,0
को,0
छ,0
।,0
यसका,0
लागि,0
सबै,0
तयारी,0
पुरा,0
भएको,0
श्रम,3
रोजगार,4
तथा,4
सामाजिक,4
सुरक्षा,4
मन्त्रालय,4
ले,0
जान,0
कारी,0
दिए,0
को,0
छ,0
।,0
म,0
लाई,0
जिज्ञासा,0
भइहाल्यो,0
।,0
यति,0
हुँदाहुँदै,0
पोखरेल,1
लाई,0
दोस्रो,0
लाइन,0
पार,0
गर्न,0
सहज,0
भयो,0
।,0
त्यस,0
वर्ष,0
पनि,0
विदेश,0
जाने,0
विद्यार्थी,0
संख्या,0
मा,0
खासै,0
वृद्धि,0
भएन,0
।,0
यो,0
घटना,0
पछि,0
बालाजु,5
का,0
तत्कालीन,0
इन्चार्ज,0
ले,0
उन,0
लाई,0
भनेका,0
थिए,0
",",0
',0
मै,0
ले,0
त,0
आज,0
जागिर,0
गयो,0
भन्ठाने,0
को,0
।,0
किंग्स,3
इलाभेन,4
पञ्जाब,4
ले,0
उन,0
लाई,0
४,0
करोड,0
भारू,0
मा,0
किन्यो,0
।,0
मन्त्री,0
खनाल,1
ले,0
आफू,0
ले,0
दूध,0
को,0
गुणस्तर,0
सुधार,0
मा,0
उल्लेख्य,0
प्रगति,0
गरे,0
को,0
दाबी,0
पनि,0
गरे,0
।,0
मोटरसाइकल,0
चोरी,0
गरेलगत्तै,0
चौधरी,1
ले,0
नम्वर,0
परिवर्तन,0
गरी,0
चलाउँदै,0
आएका,0
थिए,0
।,0
प्रुसिया,5
का,0
राजकुमार,0
वाल्डेमर,1
सन्,0
१८४४,0
देखि,0
१८४६,0
सम्म,0
श्रीलंका,5
",",0
भारत,5
र,0
नेपाल,5
भ्रमण,0
मा,0
निस्केका,0
थिए,0
।,0
कांग्रेस,0
सांसद,0
आले,1
ले,0
वाइड,0
बडी,0
विमान,0
खरिद,0
मा,0
संसदीय,0
उपसमिति,0
ले,0
दोषी,0
ठहर्‍याएका,0
हरूलाई,0
तत्काल,0
कारबाही,0
गर्न,0
पनि,0
सरकार,0
को,0
गम्भीर,0
ध्यानाकर्षण,0
गराइन्,0
।,0
२०४६,0
पछिको,0
दलीय,0
गुटबन्दी,0
ले,0
सार्वजनिक,0
स्कुल,0
हरूमा,0
पढाइ,0
कम,0
",",0
राजनीति,0
बढी,0
हुन,0
थाल्यो,0
।,0
सार्की,1
ले,0
पोखरा,0
प्रिमियर,0
लिग,0
मा,0
बुटवल,3
ब्लास्टर्स,4
बाट,0
खेल्दै,0
राम्रो,0
प्रदर्शन,0
गरेका,0
थिए,0
।,0
त्यही,0
अनुरूप,0
बुधबार,0
बिहान,0
साढे,0
७,0
बजे,0
कर्मचारी,0
हरूले,0
तालाबन्दी,0
गरेका,0
हुन्,0
।,0
बर्मा,5
का,0
एक,0
घनिष्ट,0
साथी,0
थिए,0
",",0
जो,0
अहि,0
ले,0
थाइल्यान्ड,5
बस्थे,0
।,0
म,0
अब,0
अपराध,0
",",0
भ्रष्टाचार,0
र,0
माफिया,0
विरुद्ध,0
लडेरै,0
छोड्छु,0
",",0
’,0
उन,0
ले,0
भने,0
",",0
‘,0
केपी,5
ओली,6
को,0
आपराधिक,0
साम्यवाद,0
विरुद्ध,0
लड्छु,0
।,0
अधिकारी,1
कै,0
मन्त्रालय,0
अन्तर्गत,0
गत,0
साल,0
ठेक्का,0
भइ,0
सकेका,0
आयोजना,0
मा,0
पनि,0
समस्या,0
देखिएका,0
छन्,0
।,0
उपाधि,0
को,0
बलियो,0
दाबेदार,0
अष्ट्रेलिया,3
लाई,0
१,0
–,0
०,0
ले,0
स्तब्ध,0
पार्दै,0
आयोजक,0
युएई,3
अन्तिम,0
चार,0
मा,0
प्रवेश,0
गरे,0
को,0
हो,0
।,0
उन,0
ले,0
अहि,0
ले,0
संसारका,0
१३७,0
देश,0
मा,0
चारहजार,0
सेज,0
स्थापना,0
गरेर,0
लगानी,0
लाई,0
आकर्षित,0
गरिए,0
को,0
अवस्थ,0
मा,0
नेपाल,5
मा,0
पनि,0
छिटो,0
सेज,0
संचालन,0
मा,0
ल्याउनु,0
पर्ने,0
बताए,0
।,0
अहि,0
ले,0
ठ्याक्,0
कै,0
भन्न,0
सक्दिन,0
",",0
रिलिज,0
पछि,0
मात्र,0
भन्न,0
सक्छु,0
।,0
पक्राउलगत्तै,0
जिल्ला,5
अदालत,6
सल्यान,6
मा,0
पेश,0
गरे,0
को,0
अदालत,0
ले,0
उन,0
ले,0
भुक्तान,0
गर्न,0
बाँ,0
की,0
रहे,0
को,0
१८,0
वर्ष,0
४,0
महिना,0
५,0
दिन,0
र,0
कैदी,0
भागे,0
को,0
मुद्दा,0
मा,0
२,0
वर्ष,0
थप,0
कैद,0
हुने,0
ठहर,0
गरी,0
२०,0
वर्ष,0
४,0
महिना,0
५,0
दिन,0
कैद,0
भुक्तानका,0
लागि,0
कारागार,0
मा,0
चलान,0
गरे,0
को,0
सल्यान,0
प्रहरी,0
प्रमुख,0
शाही,1
ले,0
जान,0
कारी,0
दिए,0
।,0
नवनि,0
युक्त,0
प्रधानन्यायाधीश,0
चोलेन्द्र,1
शमशेर,2
राणा,2
ले,0
वरिष्ठतम्,0
न्यायाधीश,0
दीपकराज,1
जोशी,2
बारे,0
निर्णय,0
लिँदा,0
संविधान,0
भन्दा,0
विपरित,0
गए,0
को,0
स्वीकार,0
गरेका,0
छन्,0
।,0
त्यस,0
को,0
२,0
मिनेट,0
पछि,0
साने,1
ले,0
गोल,0
थप्दै,0
सिटी,3
लाई,0
३,0
–,0
०,0
को,0
अवस्था,0
मा,0
पुर्‍याएका,0
थिए,0
।,0
लगातार,0
तिन,0
दिन,0
को,0
हिडाई,0
ले,0
लखतरान,0
ज्यान,0
तातोपानी,5
मा,0
डुबुल्,0
की,0
लगाउँदा,0
निक्,0
कै,0
आराम,0
मिले,0
को,0
महशुस,0
भयो,0
।,0
कामपा,3
को,0
केन्द्रीय,0
कार्यालय,0
पुनः,0
निर्माणका,0
लागि,0
हरिभवन,5
भत्काउने,0
चर्चा,0
चले,0
पछि,0
सर्वोच्च,0
अदालत,0
मा,0
मुद्दा,0
परे,0
को,0
र,0
अहि,0
ले,0
उक्त,0
मुद्दा,0
विचाराधीन,0
अवस्था,0
मा,0
रहेका,0
ले,0
ठोस,0
निर्णय,0
हुन,0
सकेको,0
छैन,0
।,0
मकवानपुर,5
का,0
महिन्द्र,1
वाइवा,2
ले,0
आफ्ना,0
बाबु,0
सञ्चलाल,1
सिन्धुपाल्चोक,5
आश्रम,0
बाट,0
हराए,0
को,0
भन्दै,0
खोजिदिन,0
प्रहरी,0
मा,0
जाहेरी,0
दिएका,0
थिए,0
।,0
२०५१,0
साल,0
मा,0
पहिलो,0
पटक,0
सम्भाव्यता,0
अध्ययन,0
भएको,0
निजगढ,5
विमानस्थल,6
को,0
अहिले,0
सम्म,0
वातावरणीय,0
प्रभाव,0
मूल्यांकन,0
प्रतिवेदन,0
स्वीकृत,0
भएको,0
छ,0
।,0
मेला,0
मा,0
प्रविधि,0
को,0
माध्यम,0
बाट,0
अध्ययन,0
गराइए,0
को,0
थियो,0
।,0
',0
गाईजात्रा,0
भन्दा,0
भोलिपल्ट,0
रमाइलो,0
हुन्छ,0
।,0
प्रतिस्पर्धात्मक,0
बने,0
को,0
खेल,0
को,0
३०,0
औं,0
मिनेट,0
मा,0
रियल,3
को,0
कमजोर,0
डिफेन्स,0
को,0
फाइदा,0
उठाउदै,0
मार्टिन,1
ले,0
हेड,0
मार्फत,0
गोल,0
गर्दै,0
घरेलु,0
टोली,0
लाई,0
१,0
–,0
०,0
को,0
अग्रता,0
दिलाएका,0
थिए,0
।,0
निरन्तर,0
सिने,0
मा,0
फ्लप,0
भए,0
पछि,0
शाहरूख,1
लागे,0
',0
डन,0
३,0
',0
मा,0
",",0
छाडे,0
यो,0
सिने,0
मा,0
भारत,3
का,0
लागि,0
ओपनर,0
शिखर,1
धवन,2
ले,0
अर्धसतकीय,0
पारी,0
खेल्दा,0
कप्तान,0
विराट,1
कोहली,2
ले,0
४५,0
रन,0
बनाए,0
।,0
पारस,1
को,0
स्वास्थ्य,0
स्थिर,0
र,0
गम्भीर,0
",",0
डाक्टर,0
हरू,0
‘,0
हाइ,0
अलर्ट,0
’,0
मा,0
जुलाई,0
२०१५,0
मा,0
उन,0
को,0
बायाँ,0
तिरको,0
धमनी,0
(,0
लेफ्ट,0
एन्टेरियर,0
डिसेन्डिङ,0
),0
पनि,0
ब्लकेज,0
भए,0
पछि,0
नर्भिक,3
अस्पताल,4
मै,0
भर्ना,0
गरेर,0
खुलाइए,0
को,0
थियो,0
।,0
यस,0
पछि,0
छलफल,0
बाट,0
मोटामोटी,0
सहमति,0
भए,0
पछि,0
हामी,0
मन्त्रिपरिषाबट,0
निर्णय,0
गरेर,0
‘,0
जी,0
टु,0
जी,0
’,0
प्रणाली,0
बाट,0
सम्झौता,0
प्रक्रिया,0
अघि,0
बढाउछौं,0
",",0
’,0
स्रोत,0
ले,0
भन्यो,0
।,0
कार्यक्रम,0
मा,0
बोल्दै,0
प्रमुख,0
वक्ता,0
कवि,0
तुलसी,1
दिवस,2
ले,0
‘,0
आगोे,0
को,0
वर्णमाला,0
’,0
कविता,0
संग्रह,0
मा,0
पहाडी,0
बिम्ब,0
हरू,0
टिपेर,0
लेखिएका,0
सुन्दर,0
कविता,0
हरूको,0
संगालो,0
रहे,0
को,0
बताए,0
।,0
जहि,0
ले,0
आमा,0
को,0
एउटा,0
उखान,0
को,0
याद,0
ले,0
अहि,0
ले,0
चस्,0
को,0
परिरहन्छ,0
।,0
भूकम्प,0
अघि,0
हाल,0
को,0
हरिभवन,5
बाट,0
नागरिक,0
लाई,0
सेवा,0
दिँदै,0
आए,0
को,0
कामपा,0
ले,0
भूकम्प,0
गएलगत्तै,0
राष्ट्रिय,5
सभागृह,6
बाट,0
सेवा,0
दिँदै,0
आए,0
को,0
थियो,0
।,0
उनी,0
बडिबिल्डिङ,0
मा,0
‘,0
द,0
विष्ट,0
’,0
र,0
‘,0
सामुराई,0
’,0
को,0
उपनाम,0
ले,0
परिचित,0
छन्,0
।,0
कर्णाली,3
प्रदेश,4
का,0
सबै,0
जिल्ला,0
को,0
सहभागिता,0
रहने,0
गरी,0
आयोजना,0
हुन,0
लागे,0
को,0
उक्त,0
इन्फोटेकका,0
समन्वय,0
क्यान,3
महासंघ,4
कर्णाली,4
प्रदेश,4
ले,0
गर्ने,0
र,0
त्यस,0
को,0
संरक्षक,0
मा,0
क्यान,3
महासंघ,4
नेपाल,4
रहने,0
छ,0
।,0
घाइते,0
मध्ये,0
सापकोटा,1
को,0
अवस्था,0
चिन्ताजनक,0
रहे,0
को,0
प्रहरी,0
ले,0
जनाए,0
को,0
छ,0
।,0
सरकार,0
ले,0
गठन,0
गरे,0
को,0
सार्वजनिक,0
खर्च,0
पुनरावलोकन,0
आयोगका,0
अध्यक्ष,0
अर्थशास्त्री,0
डाक्टर,0
डिल्लीराज,1
खनाल,2
राजनीतिक,0
स्थिरता,0
पछि,0
पनि,0
विकास,0
को,0
प्राविधिक,0
पक्ष,0
पूरानै,0
भएको,0
ले,0
विकास,0
खर्च,0
प्रभाव,0
कारी,0
हुन,0
न,0
सकेको,0
बताउँछन्,0
।,0
खेल,0
को,0
तेस्रो,0
मिनेट,0
मै,0
विलियन,1
जोसे,2
ले,0
पेनाल्टी,0
मार्फत,0
गोल,0
गर्दै,0
पाहुना,0
टोली,0
सोसिडाड,0
ले,0
अग्रता,0
बनाए,0
को,0
थियो,0
।,0
अहि,0
ले,0
नै,0
प्राज्ञिक,0
क्षमता,0
ले,0
धान्न,0
नसकेर,0
भारत,5
बाट,0
दक्षता,0
कम,0
भएका,0
प्राध्यापक,0
ल्याउने,0
गरे,0
को,0
पाइन्छ,0
",",0
जस,0
लाई,0
',0
खडेबाबा,0
',0
भन्ने,0
गरिन्छ,0
।,0
मुम्बई,5
बाट,0
प्रकाशित,0
हुने,0
',0
मिड-डे,3
',4
दैनिक,4
का,0
अनुसार,0
फक्स,3
स्टुडियो,4
ले,0
उत्पीडन,0
मामिला,0
मा,0
हिरानी,1
दोषी,0
ठहर,0
भए,0
हिरानी,1
लाई,0
हटाउने,0
कम्पनी,0
को,0
योजना,0
रहे,0
को,0
समाचार,0
प्रकाशित,0
गरे,0
को,0
छ,0
।,0
ढाका,5
मा,0
जारी,0
खेल,0
मा,0
सन्दीप,1
को,0
टिम,0
सिक्सर्स,3
ले,0
टस,0
हारेर,0
पहि,0
ले,0
ब्याटिङ,0
गरिरहे,0
को,0
छ,0
।,0
हुनेवाला,0
श्रीमती,0
पनि,0
लुकिछिपी,0
दिल्ली,5
आइन्,0
।,0
गीत,0
मा,0
हर्कुलस,1
र,0
प्रविशा,1
अधिकारी,2
ले,0
स्वर,0
रहे,0
को,0
छ,0
।,0
प्रश्न,0
पत्रकार,0
को,0
अधिकारमात्र,0
होइन,0
",",0
कर्तव्य,0
नै,0
हो,0
।,0
',0
बेस्सरी,0
दुःख,0
पा,0
को,0
हो,0
त्योबेला,0
",",0
',0
उन,0
ले,0
सुनाइन्,0
",",0
',0
त्यहाँ,0
बाट,0
निक्लेर,0
पहिल्यै,0
बिहे,0
भएको,0
ठाउँतिरै,0
बसियो,0
।,0
प्रहरी,0
लाई,0
आइजिपी,0
खनाल,1
को,0
सुझाव,0
:,0
पदीय,0
मर्यादा,0
मा,0
रहेर,0
काम,0
गर्नू,0
नेकपा,3
मा,0
दल,0
को,0
उपनेता,0
र,0
संसदीय,0
बोर्ड,0
को,0
गठन,0
गर्न,0
बाँ,0
की,0
छ,0
।,0
सोमबार,0
गण्डकी,3
प्रदेश,4
का,0
सभामुख,0
नेत्रनाथ,1
अधिकारी,2
",",0
गण्डकी,3
प्रदेश,4
का,0
मुख्यमन्त्री,0
पृथ्वी,1
सुब्बा,2
गुरूङ,2
र,0
अन्य,0
सांसद,0
हरुलाई,0
भेट्दै,0
सपथ,0
को,0
पहल,0
गर्न,0
आग्रह,0
गरेका,0
हुन्,0
।,0
उन,0
को,0
बिहे,0
१८,0
वर्ष,0
जति,0
हुँदा,0
भएको,0
रहेछ,0
।,0
सिंजाखोला,5
र,0
वरपर,0
को,0
त्यो,0
बसाइ,0
मै,0
हामी,0
ले,0
त्यति,0
सानो,0
ठाउँ,0
को,0
पनि,0
ब्यापक,0
फैलावट,0
लाई,0
अवलोकन,0
गरेका,0
थियौं,0
।,0
यातायातका,0
साधन,0
चलिरहेका,0
छन्,0
।,0
बमजन,1
को,0
सिन्धुपाल्चोक,5
स्थित,0
आश्रम,0
मा,0
प्रहरी,0
को,0
छापा,0
यसैगरी,0
सोही,0
कार्यक्रम,0
मा,0
मिलन,1
ले,0
',0
सिङ्गिङ,0
फर,0
सोसाइटी,0
',0
भन्ने,0
उदेश्य,0
सहित,0
',0
मिलन,3
च्यारिटी,4
फाउण्डेसन,4
',0
को,0
सुरुवात,0
समेत,0
गरे,0
की,0
छिन्,0
।,0
शुभकामना,0
छ,0
।,0
व्यक्तिगत,0
रुपमा,0
आफू,0
ले,0
रुखो,0
बोलियो,0
भने,0
दुर्व्यवहार,0
हुन,0
सक्ला,0
",",0
नत्र,0
हुँदैन,0
।,0
सफल,3
अटो,4
नेकपा,3
का,0
मुख्य,0
सचेत,0
भूमिश्वर,1
ढकाल,2
साझेदार,0
रहे,0
को,0
कम्पनी,0
हो,0
।,0
सेना,0
ले,0
चर्,0
को,0
प्रवेश,0
शुल्क,0
राखिदिएर,0
काठमाडौं,5
देखि,0
आउने,0
लाई,0
हतोत्साहित,0
पारिदिए,0
को,0
गुनासो,0
पनि,0
उन,0
ले,0
थपे,0
।,0
त्यस,0
ले,0
नेपाल,3
प्रहरी,4
को,0
इतिहास,0
मा,0
कहिल्यै,0
न,0
भएको,0
सात,0
जना,0
एआइ,0
जी,0
बन्ने,0
अवस्था,0
आयो,0
।,0
मै,0
ले,0
टुटल,3
सेवा,0
दिन,0
थाले,0
को,0
तीन,0
महिना,0
भन्दा,0
बढी,0
भयो,0
।,0
विद्यालय,0
सम्म,0
जान,0
जुनु,0
सँग,0
हिड्नु,0
को,0
विकल्प,0
थिएन,0
।,0
',0
खुसी,0
र,0
रमाइलो,0
मै,0
ले,0
देखिनँ,0
नानी,0
",",0
',0
उन,0
ले,0
सुनाइन्,0
",",0
',0
पहिला,0
पनि,0
कै,0
ले,0
सुख,0
पाएन,0
।,0
काठमाडौं,5
को,0
कान्तिपथ,5
बाट,0
हरेक,0
बिहान,0
७,0
बजे,0
टुरिष्ट,0
बस,0
जान्छ,0
।,0
मुस्ताङ,5
मा,0
हिमपात,0
सँगै,0
बढे,0
को,0
चिसो,0
ले,0
जनजीवन,0
प्रभावित,0
भएको,0
छ,0
।,0
फोटोः,0
गुल्मी,5
हुंगा,6
को,0
टमाटर,0
खेती,0
इन्डियन,3
आर्मी,4
ले,0
जे,0
उपलब्धि,0
हासिल,0
गरे,0
को,0
छ,0
त्यस,0
मा,0
मेरो,0
ठूलो,0
श्रद्धा,0
छ,0
।,0
राजनीतिक,0
दल,0
सम्बन्धी,0
ऐन,0
ले,0
पनि,0
‘,0
सभामुख,0
र,0
उपसभामुख,0
ले,0
राजीना,0
मा,0
दिए,0
पनि,0
दल,0
त्याग,0
गरे,0
को,0
मानिने,0
छैन,0
’,0
भने,0
को,0
छ,0
।,0
पछि,0
बुबा,0
ले,0
इन्द्रमाया,1
लाई,0
नेपाल,5
बोलाए,0
।,0
टस,0
हारेर,0
पहि,0
ले,0
ब्याटिङ,0
को,0
निम्तो,0
पाए,0
को,0
अष्ट्रेलिया,3
ले,0
निर्धारित,0
५०,0
ओभर,0
को,0
खेल,0
मा,0
४८,0
.,0
४,0
बल,0
मा,0
अल,0
आउट,0
हुँदे,0
२३०,0
रन,0
मा,0
समेटिए,0
को,0
थियो,0
।,0
नाराबाजी,0
बीच,0
कुनै,0
छलफल,0
नै,0
नगरी,0
विधेयक,0
पारित,0
भएको,0
सभामुख,0
कृष्णबहादुर,1
महरा,2
ले,0
घोषणा,0
गरेका,0
हुन्,0
।,0
यही,0
सम्झेर,0
सरकार,0
ले,0
गए,0
को,0
साउन,0
मा,0
एउटा,0
विश्वविद्यालय,0
लाई,0
पाँच,0
भन्दा,0
बढी,0
मेडिकल,0
कलेज,0
खोल्न,0
नदिने,0
सहमति,0
गरे,0
को,0
थियो,0
।,0
पोखरा,5
मा,0
नेपाल-भारत,5
ऊर्जा,0
बैठक,0
कारण,0
प्रस्ट,0
छ,0
",",0
उपचार,0
क्रम,0
मा,0
मृत्यु,0
भए,0
परिवारका,0
सदस्य,0
मात्र,0
होइन,0
",",0
बाहिरका,0
मान्छे,0
समेत,0
झगडा,0
गर्न,0
आउँछन्,0
।,0
सरकार,0
ले,0
७५३,0
स्थानीय,0
तह,0
मा,0
एक,0
एक,0
जना,0
रोजगार,0
संयोजक,0
नि,0
युक्त,0
गर्नका,0
लागि,0
भोलि,0
देखि,0
आवेदन,0
खोल्ने,0
भएको,0
छ,0
।,0
केही,0
महिना,0
भित्रै,0
सो,0
सेवा,0
